country,proportion,rank,time,value,zhou
塞浦路斯,0.0241%,92,1991,5770197348,欧洲
塞内加尔,0.0234%,93,1991,5617236032,非洲
加蓬,0.0225%,94,1991,5402919956,非洲
玻利维亚,0.0223%,95,1991,5343274311,美洲
特立尼达和多巴哥,0.0221%,96,1991,5307905882,美洲
萨尔瓦多,0.0219%,97,1991,5252342400,美洲
坦桑尼亚,0.0207%,98,1991,4956588278,非洲
马其顿,0.0206%,99,1991,4938775510,欧洲
黎巴嫩,0.0196%,100,1991,4690415092,亚洲
巴林,0.0192%,101,1991,4616223404,亚洲
约旦,0.0181%,102,1991,4344250257,亚洲
牙买加,0.0170%,103,1991,4071219198,美洲
博茨瓦纳,0.0164%,104,1991,3942792837,非洲
尼泊尔,0.0164%,105,1991,3921476084,亚洲
巴布亚新几内亚,0.0158%,106,1991,3787394957,大洋洲
澳门,0.0156%,107,1991,3735117374,亚洲
莫桑比克,0.0154%,108,1991,3704316974,非洲
文莱,0.0154%,109,1991,3701667052,亚洲
海地,0.0145%,110,1991,3473540601,美洲
赞比亚,0.0141%,111,1991,3378882352,非洲
乌干达,0.0139%,112,1991,3321729057,非洲
法属波利尼西亚,0.0136%,113,1991,3267367609,大洋洲
土库曼斯坦,0.0134%,114,1991,3208098919,亚洲
布基纳法索,0.0131%,115,1991,3135045684,非洲
巴哈马,0.0130%,116,1991,3111160000,美洲
摩尔多瓦,0.0129%,117,1991,3083333333,欧洲
洪都拉斯,0.0128%,118,1991,3068444711,美洲
几内亚,0.0126%,119,1991,3014890569,非洲
纳米比亚,0.0125%,120,1991,2992650454,非洲
毛里求斯,0.0119%,121,1991,2856890680,非洲
马耳他,0.0115%,122,1991,2750041434,欧洲
刚果（布）,0.0114%,123,1991,2724853592,非洲
马里,0.0114%,124,1991,2724131545,非洲
新喀里多尼亚,0.0111%,125,1991,2653781596,大洋洲
马达加斯加,0.0111%,126,1991,2653141958,非洲
吉尔吉斯斯坦,0.0107%,127,1991,2569444444,亚洲
塔吉克斯坦,0.0106%,128,1991,2534720480,亚洲
摩纳哥,0.0103%,129,1991,2480497538,欧洲
蒙古,0.0099%,130,1991,2379018326,亚洲
尼日尔,0.0097%,131,1991,2327986215,非洲
马拉维,0.0092%,132,1991,2203545856,非洲
亚美尼亚,0.0086%,133,1991,2068526521,亚洲
巴巴多斯,0.0084%,134,1991,2007109829,美洲
贝宁,0.0083%,135,1991,1986437859,非洲
卢旺达,0.0080%,136,1991,1911600969,非洲
乍得,0.0078%,137,1991,1877138041,非洲
百慕大,0.0068%,138,1991,1634899968,美洲
多哥,0.0067%,139,1991,1602299862,非洲
尼加拉瓜,0.0062%,140,1991,1488804123,美洲
列支敦士登,0.0062%,141,1991,1484152022,欧洲
毛里塔尼亚,0.0060%,142,1991,1443688865,非洲
斐济群岛,0.0058%,143,1991,1383843860,大洋洲
中非,0.0057%,144,1991,1377375030,非洲
布隆迪,0.0049%,145,1991,1167398478,非洲
斯威士兰,0.0048%,146,1991,1156141998,非洲
安道尔,0.0046%,147,1991,1106928582,欧洲
阿尔巴尼亚,0.0046%,148,1991,1099559027,欧洲
老挝,0.0043%,149,1991,1028087972,亚洲
格陵兰,0.0042%,150,1991,1016493394,美洲
阿鲁巴,0.0036%,151,1991,872138730,美洲
塞拉利昂,0.0033%,152,1991,779981458,非洲
莱索托,0.0029%,153,1991,704329192,非洲
冈比亚,0.0029%,154,1991,690314321,非洲
圣卢西亚,0.0023%,155,1991,548819074,美洲
安提瓜和巴布达,0.0020%,156,1991,481706333,美洲
吉布提,0.0019%,157,1991,462421998,非洲
苏里南,0.0019%,158,1991,448100000,美洲
伯利兹,0.0019%,159,1991,444720750,美洲
塞舌尔,0.0016%,160,1991,374359556,非洲
圭亚那,0.0015%,161,1991,348533094,美洲
利比里亚,0.0015%,162,1991,348000000,非洲
所罗门群岛,0.0013%,163,1991,320355090,大洋洲
佛得角,0.0013%,164,1991,319827058,非洲
格林纳达,0.0013%,165,1991,300757888,美洲
几内亚比绍,0.0011%,166,1991,257150374,非洲
圣文森特和格林纳丁斯,0.0011%,167,1991,254829629,美洲
不丹,0.0010%,168,1991,250045839,亚洲
科摩罗,0.0010%,169,1991,246823428,非洲
马尔代夫,0.0010%,170,1991,244468292,亚洲
圣基茨和尼维斯,0.0009%,171,1991,220539518,美洲
多米尼克,0.0009%,172,1991,219763222,美洲
瓦努阿图,0.0008%,173,1991,188869985,大洋洲
密克罗尼西亚联邦,0.0007%,174,1991,166200000,大洋洲
汤加,0.0006%,175,1991,132201141,大洋洲
萨摩亚,0.0005%,176,1991,125597205,大洋洲
赤道几内亚,0.0005%,177,1991,110906032,非洲
帕劳,0.0003%,178,1991,83855000,大洋洲
马绍尔群岛,0.0003%,179,1991,82507000,大洋洲
基里巴斯,0.0002%,180,1991,47515189,大洋洲
图瓦卢,0.0000%,181,1991,9365165,大洋洲
美国,26.3209%,1,1990,5963144000000,美洲
日本,13.8280%,2,1990,3132817652848,亚洲
德国,7.8200%,3,1990,1771671207359,欧洲
法国,5.6021%,4,1990,1269179616913,欧洲
意大利,5.2138%,5,1990,1181222652714,欧洲
英国,4.8252%,6,1990,1093169389204,欧洲
加拿大,2.6216%,7,1990,593929550908,美洲
西班牙,2.3683%,8,1990,536558591903,欧洲
俄罗斯,2.2812%,9,1990,516814274021,欧洲
巴西,2.0390%,10,1990,461951782000,美洲
中国,1.5928%,11,1990,360857912565,亚洲
印度,1.4168%,12,1990,320979026419,亚洲
荷兰,1.4051%,13,1990,318330511920,欧洲
澳大利亚,1.3717%,14,1990,310777222008,大洋洲
韩国,1.2330%,15,1990,279349355713,亚洲
墨西哥,1.1532%,16,1990,261253582805,美洲
瑞典,1.1463%,17,1990,259702295566,欧洲
瑞士,1.1391%,18,1990,258066552980,欧洲
比利时,0.9063%,19,1990,205331747706,欧洲
伊拉克,0.7940%,20,1990,179885815374,亚洲
奥地利,0.7348%,21,1990,166463386663,欧洲
土耳其,0.6651%,22,1990,150676291094,欧洲
芬兰,0.6243%,23,1990,141438345513,欧洲
阿根廷,0.6239%,24,1990,141352368714,美洲
丹麦,0.6102%,25,1990,138247285815,欧洲
伊朗,0.5509%,26,1990,124813263926,亚洲
挪威,0.5288%,27,1990,119791683307,欧洲
沙特阿拉伯,0.5192%,28,1990,117630271802,亚洲
南非,0.5100%,29,1990,115552349035,非洲
印尼,0.4685%,30,1990,106140727357,亚洲
希腊,0.4321%,31,1990,97891090928,欧洲
泰国,0.3767%,32,1990,85343063965,亚洲
乌克兰,0.3595%,33,1990,81456918678,欧洲
葡萄牙,0.3474%,34,1990,78713859794,欧洲
香港,0.3396%,35,1990,76928290841,亚洲
波兰,0.2912%,36,1990,65977748210,欧洲
阿尔及利亚,0.2739%,37,1990,62045099642,非洲
以色列,0.2605%,38,1990,59011278705,亚洲
阿联酋,0.2238%,39,1990,50701443748,亚洲
爱尔兰,0.2179%,40,1990,49364679953,欧洲
委内瑞拉,0.2145%,41,1990,48598315565,美洲
哥伦比亚,0.2112%,42,1990,47844090709,美洲
新西兰,0.2008%,43,1990,45495129385,大洋洲
菲律宾,0.1956%,44,1990,44311593755,亚洲
马来西亚,0.1943%,45,1990,44024178343,亚洲
埃及,0.1897%,46,1990,42978914311,非洲
捷克,0.1787%,47,1990,40477403219,欧洲
巴基斯坦,0.1766%,48,1990,40010424928,亚洲
罗马尼亚,0.1721%,49,1990,38995454545,欧洲
新加坡,0.1595%,50,1990,36144336768,亚洲
智利,0.1462%,51,1990,33113887817,美洲
孟加拉,0.1395%,52,1990,31598341233,亚洲
尼日利亚,0.1358%,53,1990,30757075595,非洲
波多黎各,0.1351%,54,1990,30603919000,美洲
摩洛哥,0.1332%,55,1990,30180108561,非洲
利比亚,0.1276%,56,1990,28901836158,非洲
古巴,0.1264%,57,1990,28645436569,美洲
哈萨克斯坦,0.1189%,58,1990,26932728898,亚洲
秘鲁,0.1166%,59,1990,26410386669,美洲
白俄罗斯,0.0956%,60,1990,21650000000,欧洲
保加利亚,0.0911%,61,1990,20632090909,欧洲
科威特,0.0813%,62,1990,18427777777,亚洲
斯洛文尼亚,0.0803%,63,1990,18198205508,欧洲
厄瓜多尔,0.0673%,64,1990,15239278100,美洲
乌兹别克斯坦,0.0590%,65,1990,13360607917,亚洲
卢森堡,0.0584%,66,1990,13229247947,欧洲
斯洛伐克,0.0563%,67,1990,12747380523,欧洲
苏丹,0.0548%,68,1990,12408647540,非洲
叙利亚,0.0543%,69,1990,12308624283,亚洲
突尼斯,0.0542%,70,1990,12290568181,非洲
埃塞俄比亚,0.0537%,71,1990,12175166763,非洲
阿曼,0.0516%,72,1990,11685045513,亚洲
安哥拉,0.0496%,73,1990,11228764963,非洲
喀麦隆,0.0492%,74,1990,11151578050,非洲
科特迪瓦,0.0477%,75,1990,10795850106,非洲
刚果（金）,0.0413%,76,1990,9349764580,非洲
乌拉圭,0.0410%,77,1990,9298839655,美洲
阿塞拜疆,0.0391%,78,1990,8858006035,亚洲
津巴布韦,0.0388%,79,1990,8783816700,非洲
肯尼亚,0.0378%,80,1990,8572359162,非洲
斯里兰卡,0.0355%,81,1990,8032551173,亚洲
格鲁吉亚,0.0342%,82,1990,7753501867,亚洲
美国,25.6056%,1,1992,6520327000000,美洲
日本,15.3501%,2,1992,3908809463463,亚洲
德国,8.3708%,3,1992,2131571696931,欧洲
危地马拉,0.0338%,83,1990,7650125217,美洲
卡塔尔,0.0325%,84,1990,7360439423,亚洲
多米尼加,0.0312%,85,1990,7073675544,美洲
冰岛,0.0286%,86,1990,6478459746,欧洲
越南,0.0286%,87,1990,6471740805,亚洲
巴拿马,0.0284%,88,1990,6433967000,美洲
法国,5.5036%,4,1992,1401465923172,欧洲
意大利,5.1843%,5,1992,1320161645718,欧洲
英国,4.6326%,6,1992,1179659529659,欧洲
西班牙,2.4776%,7,1992,630916018690,欧洲
加拿大,2.3263%,8,1992,592387689252,美洲
加蓬,0.0263%,89,1990,5952293765,非洲
加纳,0.0260%,90,1990,5889174825,非洲
俄罗斯,1.8076%,9,1992,460290556900,欧洲
中国,1.6765%,10,1992,426915712711,亚洲
巴西,1.5732%,11,1992,400599250000,美洲
墨西哥,1.4261%,12,1992,363157598242,美洲
荷兰,1.4254%,13,1992,362962871804,欧洲
巴拉圭,0.0257%,91,1990,5812114523,美洲
塞内加尔,0.0252%,92,1990,5716644272,非洲
哥斯达黎加,0.0252%,93,1990,5711687786,美洲
也门,0.0249%,94,1990,5647119229,亚洲
塞浦路斯,0.0247%,95,1990,5591130217,欧洲
特立尼达和多巴哥,0.0224%,96,1990,5068000000,美洲
玻利维亚,0.0215%,97,1990,4867582620,美洲
韩国,1.3747%,14,1992,350051111253,亚洲
萨尔瓦多,0.0213%,98,1990,4817542204,美洲
马其顿,0.0207%,99,1990,4699646643,欧洲
牙买加,0.0203%,100,1990,4592224067,美洲
澳大利亚,1.2758%,15,1992,324878874105,大洋洲
印度,1.1318%,16,1992,288208430383,亚洲
瑞典,1.1074%,17,1992,281993200315,欧洲
乌干达,0.0190%,101,1990,4304398865,非洲
坦桑尼亚,0.0188%,102,1990,4258743262,非洲
巴林,0.0187%,103,1990,4229787234,亚洲
约旦,0.0184%,104,1990,4160003917,亚洲
博茨瓦纳,0.0167%,105,1990,3790567051,非洲
尼泊尔,0.0160%,106,1990,3627562402,亚洲
摩尔多瓦,0.0159%,107,1990,3592856080,欧洲
文莱,0.0155%,108,1990,3520551724,亚洲
赞比亚,0.0145%,109,1990,3285217391,非洲
瑞士,1.0674%,18,1992,271814366804,欧洲
比利时,0.9220%,19,1992,234781652070,欧洲
阿根廷,0.8985%,20,1992,228788617201,美洲
澳门,0.0142%,110,1990,3220920084,亚洲
巴布亚新几内亚,0.0142%,111,1990,3219730364,大洋洲
土库曼斯坦,0.0141%,112,1990,3189539641,亚洲
奥地利,0.7661%,21,1992,195078126346,欧洲
土耳其,0.6223%,22,1992,158459130434,欧洲
丹麦,0.6005%,23,1992,152915654478,欧洲
法属波利尼西亚,0.0140%,113,1990,3181206304,大洋洲
巴哈马,0.0140%,114,1990,3166000000,美洲
布基纳法索,0.0137%,115,1990,3101301780,非洲
海地,0.0137%,116,1990,3096289800,美洲
马达加斯加,0.0136%,117,1990,3081479800,非洲
洪都拉斯,0.0135%,118,1990,3048881322,美洲
沙特阿拉伯,0.5384%,24,1992,137087876662,亚洲
南非,0.5284%,25,1992,134544563096,非洲
挪威,0.5138%,26,1992,130838040067,欧洲
印尼,0.5028%,27,1992,128026966579,亚洲
希腊,0.4564%,28,1992,116224673042,欧洲
芬兰,0.4419%,29,1992,112532519246,欧洲
黎巴嫩,0.0125%,119,1990,2838485353,亚洲
刚果（布）,0.0124%,120,1990,2798746050,非洲
纳米比亚,0.0123%,121,1990,2785764518,非洲
马里,0.0118%,122,1990,2681912030,非洲
吉尔吉斯斯坦,0.0118%,123,1990,2675000000,亚洲
几内亚,0.0118%,124,1990,2666616176,非洲
泰国,0.4377%,30,1992,111452869378,亚洲
葡萄牙,0.4225%,31,1992,107592098901,欧洲
香港,0.4095%,32,1992,104272278634,亚洲
波兰,0.3705%,33,1992,94337050693,欧洲
以色列,0.2969%,34,1992,75607012221,亚洲
乌克兰,0.2904%,35,1992,73942235330,欧洲
委内瑞拉,0.2372%,36,1992,60401798245,美洲
马来西亚,0.2324%,37,1992,59167550162,亚洲
毛里求斯,0.0117%,125,1990,2653480001,非洲
塔吉克斯坦,0.0116%,126,1990,2629395066,亚洲
蒙古,0.0113%,127,1990,2560785660,亚洲
哥伦比亚,0.2294%,38,1992,58418985443,美洲
爱尔兰,0.2199%,39,1992,55985505024,欧洲
阿联酋,0.2130%,40,1992,54239171887,亚洲
菲律宾,0.2080%,41,1992,52976344928,亚洲
新加坡,0.2047%,42,1992,52130263965,亚洲
卢旺达,0.0113%,128,1990,2550185618,非洲
马耳他,0.0112%,129,1990,2547163582,欧洲
新喀里多尼亚,0.0112%,130,1990,2529310103,大洋洲
莫桑比克,0.0111%,131,1990,2512079324,非洲
摩纳哥,0.0110%,132,1990,2481316053,欧洲
尼日尔,0.0109%,133,1990,2480673194,非洲
亚美尼亚,0.0100%,134,1990,2256838858,亚洲
阿尔巴尼亚,0.0090%,135,1990,2028553750,欧洲
巴巴多斯,0.0089%,136,1990,2023318251,美洲
巴基斯坦,0.1910%,43,1992,48635176852,亚洲
阿尔及利亚,0.1885%,44,1992,48003298223,非洲
智利,0.1805%,45,1992,45964327558,美洲
埃及,0.1644%,46,1992,41855986519,非洲
新西兰,0.1636%,47,1992,41649829859,大洋洲
匈牙利,0.1521%,48,1992,38730585920,欧洲
贝宁,0.0087%,137,1990,1959965243,非洲
马拉维,0.0083%,138,1990,1880771556,非洲
秘鲁,0.1412%,49,1992,35966302303,美洲
波多黎各,0.1360%,50,1992,34630430000,美洲
捷克,0.1358%,51,1992,34590052812,欧洲
乍得,0.0077%,139,1990,1738605558,非洲
多哥,0.0072%,140,1990,1628427515,非洲
百慕大,0.0070%,141,1990,1592400000,美洲
中非,0.0064%,142,1990,1440711395,非洲
列支敦士登,0.0063%,143,1990,1421466239,欧洲
斐济群岛,0.0059%,144,1990,1337024782,大洋洲
布隆迪,0.0050%,145,1990,1132101252,非洲
斯威士兰,0.0049%,146,1990,1114703088,非洲
利比亚,0.1331%,52,1992,33881392045,非洲
安道尔,0.0045%,147,1990,1029048481,欧洲
毛里塔尼亚,0.0045%,148,1990,1019600785,非洲
格陵兰,0.0045%,149,1990,1018970364,美洲
尼加拉瓜,0.0045%,150,1990,1009455483,美洲
索马里,0.0040%,151,1990,917044228,非洲
老挝,0.0038%,152,1990,865559856,亚洲
阿鲁巴,0.0034%,153,1990,764887117,美洲
塞拉利昂,0.0029%,154,1990,649644826,非洲
摩洛哥,0.1324%,53,1992,33711069430,非洲
孟加拉,0.1245%,54,1992,31708874594,亚洲
尼日利亚,0.1151%,55,1992,29300903643,非洲
罗马尼亚,0.0987%,56,1992,25121666666,欧洲
哈萨克斯坦,0.0978%,57,1992,24906939560,亚洲
古巴,0.0867%,58,1992,22085858243,美洲
科威特,0.0780%,59,1992,19858555214,亚洲
厄瓜多尔,0.0711%,60,1992,18094238119,美洲
白俄罗斯,0.0669%,61,1992,17037037037,欧洲
莱索托,0.0026%,155,1990,596415104,非洲
圣卢西亚,0.0023%,156,1990,518433324,美洲
安提瓜和巴布达,0.0020%,157,1990,459469058,美洲
卢森堡,0.0631%,62,1992,16065740777,欧洲
突尼斯,0.0609%,63,1992,15497286295,非洲
斯洛伐克,0.0609%,64,1992,15495514426,欧洲
叙利亚,0.0520%,65,1992,13253565898,亚洲
斯洛文尼亚,0.0514%,66,1992,13101056603,欧洲
乌兹别克斯坦,0.0508%,67,1992,12941297376,亚洲
乌拉圭,0.0506%,68,1992,12878199880,美洲
吉布提,0.0020%,158,1990,452328087,非洲
伯利兹,0.0018%,159,1990,412086445,美洲
圭亚那,0.0018%,160,1990,396582263,美洲
苏里南,0.0017%,161,1990,388400000,美洲
利比里亚,0.0017%,162,1990,384400000,非洲
塞舌尔,0.0016%,163,1990,368584758,非洲
冈比亚,0.0014%,164,1990,317083373,非洲
佛得角,0.0014%,165,1990,306891107,非洲
阿曼,0.0489%,69,1992,12452275682,亚洲
喀麦隆,0.0448%,70,1992,11396310990,非洲
多米尼加,0.0446%,71,1992,11356271335,美洲
所罗门群岛,0.0013%,166,1990,302515026,大洋洲
不丹,0.0013%,167,1990,299787275,亚洲
格林纳达,0.0012%,168,1990,278098762,美洲
科摩罗,0.0011%,169,1990,250030760,非洲
几内亚比绍,0.0011%,170,1990,243961995,非洲
圣文森特和格林纳丁斯,0.0011%,171,1990,240365262,美洲
圣基茨和尼维斯,0.0010%,172,1990,217258907,美洲
科特迪瓦,0.0438%,72,1992,11152971316,非洲
埃塞俄比亚,0.0412%,73,1992,10492993077,非洲
危地马拉,0.0410%,74,1992,10440842165,美洲
保加利亚,0.0406%,75,1992,10350515463,欧洲
越南,0.0387%,76,1992,9866990236,亚洲
斯里兰卡,0.0381%,77,1992,9703011635,亚洲
哥斯达黎加,0.0335%,78,1992,8528593420,美洲
马尔代夫,0.0009%,173,1990,215089005,亚洲
多米尼克,0.0009%,174,1990,201428730,美洲
瓦努阿图,0.0007%,175,1990,158397403,大洋洲
密克罗尼西亚联邦,0.0006%,176,1990,147200000,大洋洲
安哥拉,0.0326%,79,1992,8307810973,非洲
刚果（金）,0.0323%,80,1992,8227343907,非洲
肯尼亚,0.0322%,81,1992,8209129171,非洲
巴拿马,0.0316%,82,1992,8042337700,美洲
卡塔尔,0.0300%,83,1992,7646153983,亚洲
萨摩亚,0.0006%,177,1990,125766269,大洋洲
汤加,0.0005%,178,1990,113563821,大洋洲
赤道几内亚,0.0005%,179,1990,112119406,非洲
巴拉圭,0.0281%,84,1992,7157424031,美洲
马绍尔群岛,0.0003%,180,1990,78476000,大洋洲
帕劳,0.0003%,181,1990,76888000,大洋洲
基里巴斯,0.0002%,182,1990,39809538,大洋洲
图瓦卢,0.0000%,183,1990,8824447,大洋洲
冰岛,0.0278%,85,1992,7091625419,欧洲
苏丹,0.0276%,86,1992,7034219712,非洲
塞浦路斯,0.0271%,87,1992,6912150456,欧洲
津巴布韦,0.0265%,88,1992,6751472200,非洲
也门,0.0254%,89,1992,6463649985,亚洲
加纳,0.0252%,90,1992,6413901601,非洲
塞内加尔,0.0236%,91,1992,6004885321,非洲
黎巴嫩,0.0229%,92,1992,5843579160,亚洲
萨尔瓦多,0.0228%,93,1992,5813399300,美洲
玻利维亚,0.0222%,94,1992,5643893347,美洲
加蓬,0.0220%,95,1992,5592390848,非洲
特立尼达和多巴哥,0.0214%,96,1992,5439552941,美洲
约旦,0.0212%,97,1992,5390688437,亚洲
阿塞拜疆,0.0196%,98,1992,4991350457,亚洲
澳门,0.0192%,99,1992,4879018601,亚洲
巴林,0.0187%,100,1992,4751063829,亚洲
坦桑尼亚,0.0181%,101,1992,4601413263,非洲
巴布亚新几内亚,0.0172%,102,1992,4377980510,大洋洲
文莱,0.0164%,103,1992,4183548189,亚洲
博茨瓦纳,0.0163%,104,1992,4146513722,非洲
格鲁吉亚,0.0145%,105,1992,3690328963,亚洲
法属波利尼西亚,0.0140%,106,1992,3558215110,大洋洲
牙买加,0.0139%,107,1992,3530892749,美洲
纳米比亚,0.0134%,108,1992,3424733520,非洲
洪都拉斯,0.0134%,109,1992,3419487440,美洲
尼泊尔,0.0134%,110,1992,3401211581,亚洲
几内亚,0.0129%,111,1992,3284625277,非洲
毛里求斯,0.0127%,112,1992,3224267547,非洲
土库曼斯坦,0.0126%,113,1992,3200539816,亚洲
赞比亚,0.0125%,114,1992,3181921787,非洲
巴哈马,0.0122%,115,1992,3109000000,美洲
马达加斯加,0.0119%,116,1992,3024459564,非洲
马耳他,0.0119%,117,1992,3021910216,欧洲
刚果（布）,0.0115%,118,1992,2933222714,非洲
新喀里多尼亚,0.0115%,119,1992,2923764926,大洋洲
乌干达,0.0112%,120,1992,2857457860,非洲
马里,0.0111%,121,1992,2830673388,非洲
摩纳哥,0.0107%,122,1992,2737067001,欧洲
莫桑比克,0.0104%,123,1992,2644983401,非洲
马其顿,0.0096%,124,1992,2436849341,欧洲
尼日尔,0.0092%,125,1992,2344987614,非洲
摩尔多瓦,0.0091%,126,1992,2320435308,欧洲
吉尔吉斯斯坦,0.0091%,127,1992,2316562500,亚洲
海地,0.0089%,128,1992,2257121668,美洲
布基纳法索,0.0088%,129,1992,2240264711,非洲
卢旺达,0.0080%,130,1992,2029026704,非洲
巴巴多斯,0.0077%,131,1992,1950900000,美洲
塔吉克斯坦,0.0075%,132,1992,1909246640,亚洲
乍得,0.0074%,133,1992,1881847676,非洲
马拉维,0.0071%,134,1992,1799517081,非洲
尼加拉瓜,0.0070%,135,1992,1792800000,美洲
贝宁,0.0067%,136,1992,1695315305,非洲
多哥,0.0066%,137,1992,1692959110,非洲
百慕大,0.0066%,138,1992,1679900032,美洲
列支敦士登,0.0064%,139,1992,1631197909,欧洲
斐济群岛,0.0060%,140,1992,1531803060,大洋洲
毛里塔尼亚,0.0058%,141,1992,1464392418,非洲
中非,0.0055%,142,1992,1411917558,非洲
蒙古,0.0052%,143,1992,1317611863,亚洲
斯威士兰,0.0050%,144,1992,1284766234,非洲
亚美尼亚,0.0050%,145,1992,1272577456,亚洲
安道尔,0.0048%,146,1992,1210013651,欧洲
老挝,0.0044%,147,1992,1127806944,亚洲
布隆迪,0.0043%,148,1992,1083037670,非洲
格陵兰,0.0041%,149,1992,1037921836,美洲
阿鲁巴,0.0038%,150,1992,958463200,美洲
莱索托,0.0033%,151,1992,831033941,非洲
冈比亚,0.0028%,152,1992,714255460,非洲
塞拉利昂,0.0027%,153,1992,679997997,非洲
阿尔巴尼亚,0.0026%,154,1992,652174990,欧洲
圣卢西亚,0.0024%,155,1992,602911074,美洲
伯利兹,0.0020%,156,1992,518239100,美洲
安提瓜和巴布达,0.0020%,157,1992,499281148,美洲
吉布提,0.0019%,158,1992,478058304,非洲
厄立特里亚,0.0019%,159,1992,477101651,非洲
塞舌尔,0.0017%,160,1992,433667193,非洲
苏里南,0.0016%,161,1992,404600000,美洲
所罗门群岛,0.0015%,162,1992,378778047,大洋洲
圭亚那,0.0015%,163,1992,373573141,美洲
佛得角,0.0014%,164,1992,357160985,非洲
格林纳达,0.0012%,165,1992,310160444,美洲
马尔代夫,0.0011%,166,1992,284853358,亚洲
圣文森特和格林纳丁斯,0.0011%,167,1992,277954111,美洲
科摩罗,0.0010%,168,1992,266191040,非洲
不丹,0.0010%,169,1992,250794359,亚洲
圣基茨和尼维斯,0.0010%,170,1992,242135407,美洲
多米尼克,0.0009%,171,1992,234058259,美洲
几内亚比绍,0.0009%,172,1992,226313443,非洲
利比里亚,0.0009%,173,1992,223500000,非洲
瓦努阿图,0.0008%,174,1992,196142585,大洋洲
密克罗尼西亚联邦,0.0007%,175,1992,178100000,大洋洲
汤加,0.0005%,176,1992,137066290,大洋洲
赤道几内亚,0.0005%,177,1992,134707184,非洲
萨摩亚,0.0005%,178,1992,132303041,大洋洲
马绍尔群岛,0.0004%,179,1992,91063000,大洋洲
帕劳,0.0003%,180,1992,82451000,大洋洲
基里巴斯,0.0002%,181,1992,47737955,大洋洲
图瓦卢,0.0000%,182,1992,9742949,大洋洲
美国,28.0476%,1,1989,5641580000000,美洲
日本,15.1878%,2,1989,3054914166263,亚洲
德国,6.9551%,3,1989,1398967436284,欧洲
法国,5.0969%,4,1989,1025211803413,欧洲
意大利,4.6169%,5,1989,928661332486,欧洲
英国,4.6081%,6,1989,926884816753,欧洲
加拿大,2.8092%,7,1989,565055743243,美洲
俄罗斯,2.5181%,8,1989,506500173960,欧洲
巴西,2.1159%,9,1989,425595310000,美洲
西班牙,2.0620%,10,1989,414757056921,欧洲
中国,1.7290%,11,1989,347768051311,亚洲
澳大利亚,1.4878%,12,1989,299267974920,大洋洲
印度,1.4718%,13,1989,296042354986,亚洲
荷兰,1.2843%,14,1989,258336705601,欧洲
韩国,1.2107%,15,1989,243526047716,亚洲
墨西哥,1.1007%,16,1989,221400669713,美洲
瑞典,1.0747%,17,1989,216163836169,欧洲
瑞士,1.0047%,18,1989,202078703955,欧洲
比利时,0.8164%,19,1989,164221056920,欧洲
奥地利,0.6617%,20,1989,133105805928,欧洲
伊朗,0.5991%,21,1989,120496362916,亚洲
芬兰,0.5917%,22,1989,119012054870,欧洲
丹麦,0.5589%,23,1989,112409222182,欧洲
土耳其,0.5327%,24,1989,107143348667,欧洲
挪威,0.5103%,25,1989,102633789557,欧洲
南非,0.4923%,26,1989,99030856824,非洲
沙特阿拉伯,0.4740%,27,1989,95344459279,亚洲
印尼,0.4696%,28,1989,94451427898,亚洲
乌克兰,0.4112%,29,1989,82709161099,欧洲
希腊,0.3936%,30,1989,79169043642,欧洲
阿根廷,0.3810%,31,1989,76636898036,美洲
泰国,0.3592%,32,1989,72250877410,亚洲
香港,0.3420%,33,1989,68790369107,亚洲
伊拉克,0.3263%,34,1989,65641363782,亚洲
葡萄牙,0.3012%,35,1989,60594092436,欧洲
阿尔及利亚,0.2766%,36,1989,55631489801,非洲
以色列,0.2481%,37,1989,49901966662,亚洲
新西兰,0.2184%,38,1989,43920222524,大洋洲
委内瑞拉,0.2164%,39,1989,43526253602,美洲
菲律宾,0.2117%,40,1989,42575183905,亚洲
罗马尼亚,0.2093%,41,1989,42105263157,欧洲
阿联酋,0.2061%,42,1989,41464995913,亚洲
巴基斯坦,0.1997%,43,1989,40171019643,亚洲
埃及,0.1977%,44,1989,39756299049,非洲
哥伦比亚,0.1966%,45,1989,39540080200,美洲
爱尔兰,0.1953%,46,1989,39285383971,欧洲
马来西亚,0.1931%,47,1989,38848567631,亚洲
新加坡,0.1515%,48,1989,30465364738,亚洲
智利,0.1486%,49,1989,29885685142,美洲
孟加拉,0.1431%,50,1989,28781714763,亚洲
波多黎各,0.1400%,51,1989,28161200000,美洲
古巴,0.1343%,52,1989,27023468665,美洲
摩洛哥,0.1308%,53,1989,26314220188,非洲
科威特,0.1209%,54,1989,24312117767,亚洲
尼日利亚,0.1205%,55,1989,24231168858,非洲
秘鲁,0.1119%,56,1989,22499559086,美洲
保加利亚,0.1093%,57,1989,21988444444,欧洲
苏丹,0.0760%,58,1989,15291507936,非洲
厄瓜多尔,0.0691%,59,1989,13890828707,美洲
埃塞俄比亚,0.0571%,60,1989,11476584879,非洲
喀麦隆,0.0554%,61,1989,11140055364,非洲
卢森堡,0.0517%,62,1989,10391504709,欧洲
安哥拉,0.0507%,63,1989,10201099039,非洲
突尼斯,0.0502%,64,1989,10102075213,非洲
叙利亚,0.0490%,65,1989,9853396225,亚洲
科特迪瓦,0.0485%,66,1989,9757410614,非洲
